product_id,week_since_launch,weekly_rx,cumulative_rx
P027,51,0,4114
P027,52,0,4114
P028,1,292,292
P028,2,260,553
P028,3,472,1024
P028,4,492,1516
P028,5,692,2208
P028,6,616,2823
P028,7,629,3452
P028,8,665,4117
P028,9,673,4790
P028,10,857,5647
P028,11,972,6620
P028,12,828,7448
P028,13,740,8188
P028,14,752,8940
P028,15,581,9521
P028,16,426,9947
P028,17,397,10343
P028,18,441,10784
P028,19,298,11082
P028,20,229,11310
P028,21,218,11529
P028,22,191,11720
P028,23,125,11845
P028,24,106,11951
P028,25,111,12062
P028,26,132,12194
P028,27,50,12244
P028,28,29,12273
P028,29,52,12325
P028,30,48,12374
P028,31,33,12407
P028,32,57,12464
P028,33,8,12472
P028,34,17,12489
P028,35,0,12489
P028,36,0,12489
P028,37,0,12489
P028,38,1,12490
P028,39,0,12490
P028,40,18,12507
P028,41,0,12507
P028,42,58,12565
P028,43,0,12565
P028,44,3,12569
P028,45,0,12569
P028,46,0,12569
P028,47,0,12569
P028,48,0,12569
P028,49,23,12592
P028,50,10,12602
P028,51,15,12617
P028,52,22,12639
P029,1,71,71
P029,2,54,124
P029,3,23,148
P029,4,50,198
P029,5,15,214
P029,6,44,258
P029,7,28,286
P029,8,44,330
P029,9,11,340
P029,10,0,340
P029,11,36,377
P029,12,100,477
P029,13,68,545
P029,14,101,646
P029,15,28,674
P029,16,32,706
P029,17,167,872
P029,18,35,908
P029,19,82,990
P029,20,79,1068
P029,21,98,1166
P029,22,96,1262
P029,23,45,1307
P029,24,80,1387
P029,25,0,1387
P029,26,156,1542
P029,27,107,1650
P029,28,64,1714
P029,29,59,1773
P029,30,130,1903
P029,31,72,1976
P029,32,58,2034
P029,33,62,2096
P029,34,133,2229
P029,35,141,2370
P029,36,89,2459
P029,37,134,2594
P029,38,111,2705
P029,39,63,2768
P029,40,160,2929
P029,41,73,3002
P029,42,113,3115
P029,43,178,3293
P029,44,174,3466
P029,45,99,3565
P029,46,149,3714
P029,47,83,3797
P029,48,166,3963
P029,49,88,4052
P029,50,139,4190
P029,51,200,4391
P029,52,88,4479
P030,1,520,520
P030,2,486,1006
P030,3,564,1569
P030,4,522,2091
P030,5,691,2782
P030,6,652,3434
P030,7,498,3932
P030,8,587,4519
P030,9,524,5043
P030,10,601,5645
P030,11,532,6177
P030,12,756,6933
P030,13,631,7564
P030,14,517,8081
P030,15,765,8846
P030,16,646,9492
P030,17,549,10040
P030,18,502,10542
P030,19,329,10871
P030,20,502,11374
P030,21,415,11788
P030,22,692,12480
P030,23,471,12951
P030,24,578,13529
P030,25,442,13971
P030,26,489,14460
P030,27,420,14880
P030,28,547,15427
P030,29,512,15939
P030,30,452,16391
P030,31,562,16953
P030,32,279,17231
P030,33,388,17619
P030,34,384,18003
P030,35,416,18419
P030,36,291,18711
P030,37,409,19120
P030,38,317,19437
P030,39,278,19715
P030,40,284,19999
P030,41,175,20174
P030,42,229,20403
P030,43,239,20642
P030,44,201,20844
P030,45,232,21076
P030,46,212,21288
P030,47,109,21397
P030,48,117,21515
P030,49,268,21783
P030,50,170,21953
P030,51,153,22106
P030,52,130,22237
P031,1,14,14
P031,2,165,180
P031,3,7,187
P031,4,122,309
P031,5,180,489
P031,6,189,678
P031,7,134,811
P031,8,261,1072
P031,9,202,1274
P031,10,201,1475
P031,11,282,1756
P031,12,277,2033
P031,13,338,2372
P031,14,262,2633
P031,15,516,3150
P031,16,505,3654
P031,17,622,4276
P031,18,568,4844
P031,19,714,5558
P031,20,688,6246
P031,21,824,7070
P031,22,1115,8184
P031,23,693,8877
P031,24,1008,9885
P031,25,1088,10973
P031,26,1144,12118
P031,27,1014,13132
P031,28,1569,14701
P031,29,1123,15823
P031,30,1174,16997
P031,31,1225,18222
P031,32,1312,19534
P031,33,1054,20588
P031,34,1084,21672
P031,35,1272,22945
P031,36,949,23893
P031,37,933,24826
P031,38,758,25584
P031,39,968,26551
P031,40,707,27258
P031,41,695,27953
P031,42,509,28462
P031,43,621,29083
P031,44,470,29554
P031,45,329,29882
P031,46,450,30332
P031,47,337,30670
P031,48,445,31115
P031,49,289,31404
P031,50,99,31504
P031,51,293,31796
P031,52,193,31989
P032,1,866,866
P032,2,976,1842
P032,3,1997,3840
P032,4,1068,4908
P032,5,2028,6936
P032,6,2454,9390
P032,7,3099,12490
P032,8,3170,15660
P032,9,3510,19170
P032,10,4137,23307
P032,11,5353,28660
P032,12,5278,33938
P032,13,4170,38107
P032,14,5152,43259
P032,15,4493,47752
P032,16,4054,51806
P032,17,4164,55970
P032,18,4976,60946
P032,19,4317,65262
P032,20,3509,68772
P032,21,2644,71415
P032,22,2694,74109
P032,23,2000,76109
P032,24,1910,78019
P032,25,1711,79730
P032,26,1742,81472
P032,27,947,82419
P032,28,652,83071
P032,29,836,83907
P032,30,472,84379
P032,31,396,84775
P032,32,415,85191
P032,33,677,85867
P032,34,218,86085
P032,35,0,86085
P032,36,212,86297
P032,37,97,86394
P032,38,117,86512
P032,39,154,86666
P032,40,320,86986
P032,41,0,86986
P032,42,0,86986
P032,43,144,87130
P032,44,0,87130
P032,45,0,87130
P032,46,88,87218
P032,47,207,87425
P032,48,185,87610
P032,49,9,87620
P032,50,434,88054
P032,51,58,88112
P032,52,319,88431
P033,1,3,3
P033,2,8,11
P033,3,11,21
P033,4,10,31
P033,5,11,42
P033,6,11,53
P033,7,19,72
P033,8,13,85
P033,9,23,108
P033,10,10,118
P033,11,17,135
P033,12,14,149
P033,13,17,166
P033,14,14,181
P033,15,23,204
P033,16,28,232
P033,17,42,274
P033,18,26,300
P033,19,40,340
P033,20,48,388
P033,21,42,429
P033,22,59,488
P033,23,50,539
P033,24,39,578
P033,25,62,640
P033,26,70,711
P033,27,57,767
P033,28,69,836
P033,29,91,928
P033,30,89,1016
P033,31,64,1081
P033,32,79,1160
P033,33,78,1238
P033,34,94,1332
P033,35,74,1406
P033,36,75,1481
P033,37,66,1546
P033,38,90,1637
P033,39,73,1710
P033,40,63,1773
P033,41,82,1856
P033,42,81,1937
P033,43,71,2008
P033,44,54,2061
P033,45,52,2113
P033,46,53,2166
P033,47,32,2198
P033,48,48,2247
P033,49,42,2289
P033,50,46,2335
P033,51,41,2376
P033,52,28,2404
P034,1,63,63
P034,2,119,182
P034,3,144,326
P034,4,171,497
P034,5,186,683
P034,6,211,894
P034,7,210,1104
P034,8,278,1382
P034,9,248,1630
P034,10,286,1916
P034,11,292,2208
P034,12,342,2550
P034,13,271,2821
P034,14,278,3099
P034,15,244,3343
P034,16,257,3599
P034,17,202,3801
P034,18,233,4034
P034,19,151,4186
P034,20,151,4337
P034,21,140,4477
P034,22,108,4586
P034,23,95,4680
P034,24,106,4786
P034,25,65,4852
P034,26,55,4906
P034,27,24,4930
P034,28,23,4953
P034,29,31,4984
P034,30,0,4984
P034,31,14,4998
P034,32,32,5030
P034,33,22,5052
P034,34,12,5063
P034,35,8,5072
P034,36,9,5081
P034,37,0,5081
P034,38,10,5091
P034,39,6,5096
P034,40,0,5096
P034,41,0,5096
P034,42,0,5096
P034,43,7,5104
P034,44,26,5130
P034,45,14,5144
P034,46,19,5163
P034,47,0,5163
P034,48,6,5170
P034,49,3,5173
P034,50,4,5177
P034,51,0,5177
P034,52,16,5193
P035,1,21,21
P035,2,16,37
P035,3,0,37
P035,4,37,74
P035,5,112,186
P035,6,76,262
P035,7,50,312
P035,8,104,416
P035,9,120,536
P035,10,108,644
P035,11,0,644
P035,12,111,755
P035,13,100,854
P035,14,30,884
P035,15,104,988
P035,16,131,1118
P035,17,42,1160
P035,18,144,1304
P035,19,96,1400
P035,20,0,1400
P035,21,77,1477
P035,22,100,1577
P035,23,90,1667
P035,24,100,1767
P035,25,86,1854
P035,26,213,2067
P035,27,55,2122
P035,28,65,2187
P035,29,162,2348
P035,30,96,2444
P035,31,106,2550
P035,32,105,2655
P035,33,160,2815
P035,34,48,2864
P035,35,142,3006
P035,36,156,3162
P035,37,199,3360
P035,38,130,3490
P035,39,96,3587
P035,40,137,3724
P035,41,202,3926
P035,42,232,4158
P035,43,100,4258
P035,44,88,4346
P035,45,189,4535
P035,46,86,4622
P035,47,155,4777
P035,48,128,4905
P035,49,132,5037
P035,50,146,5183
P035,51,147,5330
P035,52,179,5508
P036,1,20,20
P036,2,28,48
P036,3,25,72
P036,4,16,88
P036,5,24,112
P036,6,20,133
P036,7,23,156
P036,8,20,176
P036,9,21,197
P036,10,21,218
P036,11,17,235
P036,12,15,251
P036,13,16,267
P036,14,15,282
P036,15,15,297
P036,16,12,308
P036,17,13,322
P036,18,10,332
P036,19,12,344
P036,20,11,354
P036,21,9,363
P036,22,10,374
P036,23,6,379
P036,24,5,384
P036,25,5,390
P036,26,4,394
P036,27,7,401
P036,28,7,408
P036,29,4,412
P036,30,5,416
P036,31,6,423
P036,32,4,427
P036,33,4,431
P036,34,6,437
P036,35,3,440
P036,36,2,442
P036,37,2,444
P036,38,1,446
P036,39,4,449
P036,40,2,451
P036,41,1,452
P036,42,4,457
P036,43,1,458
P036,44,0,458
P036,45,0,458
P036,46,2,461
P036,47,2,463
P036,48,1,464
P036,49,1,464
P036,50,2,466
P036,51,1,467
P036,52,1,468
P037,1,2438,2438
P037,2,1815,4253
P037,3,2236,6490
P037,4,2834,9324
P037,5,3468,12792
P037,6,2743,15535
P037,7,3226,18761
P037,8,3491,22252
P037,9,3698,25949
P037,10,2628,28577
P037,11,2747,31324
P037,12,2842,34165
P037,13,2215,36381
P037,14,2008,38388
P037,15,1922,40310
P037,16,1821,42132
P037,17,1595,43727
P037,18,888,44615
P037,19,1301,45916
P037,20,1061,46977
P037,21,895,47872
P037,22,720,48591
P037,23,500,49091
P037,24,412,49503
P037,25,348,49850
P037,26,290,50140
P037,27,192,50332
P037,28,158,50490
P037,29,334,50823
P037,30,131,50954
P037,31,231,51185
P037,32,69,51254
P037,33,169,51423
P037,34,80,51503
P037,35,97,51600
P037,36,0,51600
P037,37,59,51659
P037,38,0,51659
P037,39,0,51659
P037,40,0,51659
P037,41,0,51659
P037,42,110,51769
P037,43,0,51769
P037,44,22,51791
P037,45,121,51912
P037,46,64,51976
P037,47,0,51976
P037,48,0,51976
P037,49,42,52018
P037,50,0,52018
P037,51,0,52018
P037,52,0,52018
P038,1,60,60
P038,2,49,109
P038,3,77,186
P038,4,64,250
P038,5,70,320
P038,6,141,462
P038,7,55,517
P038,8,161,678
P038,9,263,941
P038,10,170,1111
P038,11,400,1511
P038,12,324,1835
P038,13,373,2208
P038,14,550,2758
P038,15,671,3429
P038,16,590,4018
P038,17,530,4549
P038,18,882,5432
P038,19,778,6209
P038,20,1159,7368
P038,21,1091,8459
P038,22,920,9379
P038,23,917,10296
P038,24,922,11218
P038,25,937,12155
P038,26,666,12822
P038,27,1072,13893
P038,28,703,14596
P038,29,823,15419
P038,30,687,16106
P038,31,501,16607
P038,32,458,17064
P038,33,384,17448
P038,34,295,17743
P038,35,269,18012
P038,36,216,18228
P038,37,116,18344
P038,38,150,18494
P038,39,132,18626
P038,40,186,18812
P038,41,137,18949
P038,42,90,19039
P038,43,94,19134
P038,44,4,19137
P038,45,40,19178
P038,46,60,19238
P038,47,0,19238
P038,48,0,19238
P038,49,34,19272
P038,50,0,19272
P038,51,32,19304
P038,52,53,19357
P039,1,477,477
P039,2,350,827
P039,3,573,1400
P039,4,480,1881
P039,5,488,2369
P039,6,508,2877
P039,7,596,3473
P039,8,560,4033
P039,9,686,4720
P039,10,654,5374
P039,11,557,5931
P039,12,634,6565
P039,13,464,7029
P039,14,534,7563
P039,15,638,8201
P039,16,595,8796
P039,17,456,9252
P039,18,446,9698
P039,19,331,10030
P039,20,378,10407
P039,21,353,10760
P039,22,331,11091
P039,23,176,11267
P039,24,248,11515
P039,25,278,11793
P039,26,189,11982
P039,27,200,12182
P039,28,164,12346
P039,29,187,12533
P039,30,98,12631
P039,31,103,12734
P039,32,73,12807
P039,33,115,12922
P039,34,54,12976
P039,35,11,12987
P039,36,78,13065
P039,37,84,13149
P039,38,33,13182
P039,39,90,13271
P039,40,90,13361
P039,41,0,13361
P039,42,6,13367
P039,43,21,13387
P039,44,0,13387
P039,45,34,13421
P039,46,18,13439
P039,47,14,13453
P039,48,21,13474
P039,49,48,13522
P039,50,11,13533
P039,51,0,13533
P039,52,13,13546
P040,1,205,205
P040,2,185,390
P040,3,224,614
P040,4,222,836
P040,5,227,1063
P040,6,286,1349
P040,7,264,1613
P040,8,239,1852
P040,9,320,2172
P040,10,298,2470
P040,11,216,2686
P040,12,279,2965
P040,13,257,3222
P040,14,232,3454
P040,15,226,3681
P040,16,165,3845
P040,17,240,4086
P040,18,170,4256
P040,19,171,4427
P040,20,167,4594
P040,21,145,4739
P040,22,162,4901
P040,23,166,5068
P040,24,131,5199
P040,25,90,5290
P040,26,130,5420
P040,27,108,5528
P040,28,70,5598
P040,29,39,5638
P040,30,69,5707
P040,31,67,5774
P040,32,40,5813
P040,33,24,5837
P040,34,39,5876
P040,35,42,5919
P040,36,27,5946
P040,37,21,5967
P040,38,20,5987
P040,39,15,6002
P040,40,5,6007
P040,41,5,6012
P040,42,20,6033
P040,43,2,6035
P040,44,22,6057
P040,45,19,6076
P040,46,12,6089
P040,47,12,6100
P040,48,0,6100
P040,49,14,6115
P040,50,0,6115
P040,51,17,6132
P040,52,24,6155
P041,1,29,29
P041,2,32,60
P041,3,27,88
P041,4,31,119
P041,5,36,155
P041,6,51,206
P041,7,44,250
P041,8,56,306
P041,9,43,349
P041,10,55,404
P041,11,89,493
P041,12,67,560
P041,13,84,644
P041,14,86,730
P041,15,108,838
P041,16,81,920
P041,17,103,1022
P041,18,107,1129
P041,19,97,1226
P041,20,71,1296
P041,21,80,1376
P041,22,109,1485
P041,23,85,1569
P041,24,92,1661
P041,25,72,1733
P041,26,74,1807
P041,27,68,1875
P041,28,62,1936
P041,29,70,2007
P041,30,54,2061
P041,31,59,2120
P041,32,55,2174
P041,33,53,2227
P041,34,37,2264
P041,35,30,2294
P041,36,32,2326
P041,37,23,2349
P041,38,31,2380
P041,39,15,2394
P041,40,25,2420
P041,41,11,2431
P041,42,8,2439
P041,43,19,2458
P041,44,0,2458
P041,45,9,2468
P041,46,10,2478
P041,47,0,2478
P041,48,5,2483
P041,49,0,2483
P041,50,6,2489
P041,51,0,2489
P041,52,0,2489
P042,1,1841,1841
P042,2,1987,3828
P042,3,2203,6031
P042,4,1624,7655
P042,5,2229,9885
P042,6,1872,11756
P042,7,1801,13558
P042,8,2210,15767
P042,9,1928,17695
P042,10,2269,19964
P042,11,2548,22512
P042,12,2039,24551
P042,13,2156,26707
P042,14,1713,28420
P042,15,1852,30272
P042,16,1840,32112
P042,17,1446,33558
P042,18,1632,35190
P042,19,1141,36331
P042,20,1430,37762
P042,21,1205,38966
P042,22,1155,40122
P042,23,804,40925
P042,24,784,41709
P042,25,1002,42711
P042,26,868,43578
P042,27,541,44119
P042,28,483,44602
P042,29,635,45237
P042,30,587,45824
P042,31,432,46256
P042,32,394,46650
P042,33,338,46988
P042,34,166,47153
P042,35,362,47515
P042,36,264,47779
P042,37,188,47966
P042,38,284,48250
P042,39,356,48606
P042,40,28,48634
P042,41,84,48718
P042,42,55,48773
P042,43,163,48936
P042,44,25,48961
P042,45,147,49108
P042,46,8,49116
P042,47,0,49116
P042,48,51,49167
P042,49,0,49167
P042,50,48,49215
P042,51,74,49289
P042,52,0,49289
P043,1,64,64
P043,2,68,132
P043,3,87,219
P043,4,66,285
P043,5,76,360
P043,6,79,439
P043,7,60,499
P043,8,70,570
P043,9,65,634
P043,10,70,704
P043,11,65,769
P043,12,49,818
P043,13,43,861
P043,14,46,907
P043,15,54,962
P043,16,40,1002
P043,17,58,1060
P043,18,47,1106
P043,19,35,1142
P043,20,36,1177
P043,21,29,1206
P043,22,30,1237
P043,23,26,1263
P043,24,25,1288
P043,25,30,1318
P043,26,14,1333
P043,27,23,1356
P043,28,14,1369
P043,29,18,1387
P043,30,8,1395
P043,31,16,1411
P043,32,12,1423
P043,33,6,1429
P043,34,11,1440
P043,35,13,1453
P043,36,4,1457
P043,37,5,1462
P043,38,6,1467
P043,39,5,1472
P043,40,7,1479
P043,41,6,1485
P043,42,3,1488
P043,43,4,1492
P043,44,8,1500
P043,45,5,1504
P043,46,2,1506
P043,47,1,1507
P043,48,2,1510
P043,49,4,1514
P043,50,0,1514
P043,51,4,1518
P043,52,1,1519
P044,1,364,364
P044,2,471,836
P044,3,425,1260
P044,4,316,1576
P044,5,497,2073
P044,6,223,2296
P044,7,492,2788
P044,8,458,3246
P044,9,503,3748
P044,10,337,4086
P044,11,525,4610
P044,12,470,5081
P044,13,363,5444
P044,14,558,6001
P044,15,286,6287
P044,16,332,6619
P044,17,415,7034
P044,18,342,7376
P044,19,386,7761
P044,20,298,8060
P044,21,326,8386
P044,22,338,8724
P044,23,306,9030
P044,24,322,9353
P044,25,274,9627
P044,26,229,9856
P044,27,235,10092
P044,28,230,10321
P044,29,187,10508
P044,30,134,10642
P044,31,188,10830
P044,32,163,10992
P044,33,171,11164
P044,34,96,11259
P044,35,138,11397
P044,36,148,11546
P044,37,140,11686
P044,38,84,11770
P044,39,119,11890
P044,40,107,11997
P044,41,53,12050
P044,42,44,12094
P044,43,84,12178
P044,44,29,12206
P044,45,77,12284
P044,46,52,12336
P044,47,60,12395
P044,48,33,12428
P044,49,5,12433
P044,50,29,12462
P044,51,53,12515
P044,52,30,12546
P045,1,6,6
P045,2,8,14
P045,3,4,17
P045,4,8,25
P045,5,2,28
P045,6,10,37
P045,7,7,44
P045,8,7,52
P045,9,7,58
P045,10,12,70
P045,11,12,82
P045,12,12,94
P045,13,9,104
P045,14,8,112
P045,15,13,125
P045,16,15,140
P045,17,14,154
P045,18,13,167
P045,19,15,181
P045,20,13,194
P045,21,16,210
P045,22,19,229
P045,23,16,244
P045,24,20,264
P045,25,19,283
P045,26,18,302
P045,27,24,326
P045,28,18,344
P045,29,20,364
P045,30,16,380
P045,31,13,393
P045,32,16,409
P045,33,22,431
P045,34,14,445
P045,35,21,467
P045,36,16,482
P045,37,17,499
P045,38,20,519
P045,39,14,534
P045,40,15,549
P045,41,13,562
P045,42,15,577
P045,43,11,588
P045,44,12,599
P045,45,14,613
P045,46,13,626
P045,47,13,639
P045,48,10,649
P045,49,10,660
P045,50,9,669
P045,51,8,676
P045,52,5,681
P046,1,533,533
P046,2,660,1192
P046,3,482,1674
P046,4,592,2266
P046,5,533,2799
P046,6,490,3289
P046,7,564,3853
P046,8,504,4358
P046,9,601,4959
P046,10,683,5642
P046,11,671,6313
P046,12,685,6998
P046,13,567,7565
P046,14,595,8160
P046,15,374,8533
P046,16,448,8981
P046,17,434,9415
P046,18,459,9873
P046,19,357,10231
P046,20,303,10534
P046,21,209,10743
P046,22,289,11032
P046,23,268,11301
P046,24,247,11548
P046,25,133,11681
P046,26,151,11832
P046,27,149,11981
P046,28,154,12135
P046,29,91,12226
P046,30,103,12329
P046,31,95,12424
P046,32,100,12524
P046,33,74,12598
P046,34,107,12705
P046,35,47,12752
P046,36,49,12801
P046,37,47,12848
P046,38,29,12877
P046,39,18,12894
P046,40,63,12957
P046,41,18,12975
P046,42,31,13006
P046,43,55,13061
P046,44,25,13086
P046,45,22,13108
P046,46,10,13118
P046,47,18,13136
P046,48,0,13136
P046,49,74,13210
P046,50,0,13210
P046,51,1,13211
P046,52,18,13229
P047,1,196,196
P047,2,172,369
P047,3,170,538
P047,4,171,710
P047,5,289,999
P047,6,249,1248
P047,7,270,1518
P047,8,255,1773
P047,9,300,2073
P047,10,367,2440
P047,11,488,2928
P047,12,405,3333
P047,13,458,3791
P047,14,440,4230
P047,15,476,4706
P047,16,545,5252
P047,17,456,5708
P047,18,548,6256
P047,19,547,6803
P047,20,492,7295
P047,21,588,7883
P047,22,480,8363
P047,23,496,8859
P047,24,433,9292
P047,25,380,9673
P047,26,314,9987
P047,27,443,10430
P047,28,316,10746
P047,29,351,11098
P047,30,297,11394
P047,31,208,11602
P047,32,298,11900
P047,33,203,12104
P047,34,187,12291
P047,35,243,12534
P047,36,157,12691
P047,37,187,12878
P047,38,72,12949
P047,39,112,13061
P047,40,93,13154
P047,41,64,13218
P047,42,124,13342
P047,43,60,13402
P047,44,96,13498
P047,45,85,13583
P047,46,56,13639
P047,47,38,13677
P047,48,12,13689
P047,49,47,13736
P047,50,59,13794
P047,51,34,13828
P047,52,76,13904
P048,1,1296,1296
P048,2,1247,2543
P048,3,1520,4063
P048,4,1935,5998
P048,5,1577,7576
P048,6,1577,9153
P048,7,1941,11094
P048,8,1888,12981
P048,9,1880,14861
P048,10,1801,16662
P048,11,2468,19130
P048,12,2080,21210
P048,13,1665,22874
P048,14,2064,24939
P048,15,1609,26548
P048,16,1931,28479
P048,17,1705,30183
P048,18,1496,31680
P048,19,1104,32784
P048,20,1110,33894
P048,21,1172,35066
P048,22,879,35945
P048,23,993,36938
P048,24,602,37540
P048,25,564,38104
P048,26,463,38566
P048,27,540,39106
P048,28,697,39803
P048,29,419,40221
P048,30,293,40514
P048,31,352,40866
P048,32,411,41277
P048,33,313,41590
P048,34,189,41780
P048,35,125,41904
P048,36,225,42130
P048,37,122,42252
P048,38,273,42525
P048,39,73,42598
P048,40,102,42700
P048,41,111,42811
P048,42,0,42811
P048,43,9,42820
P048,44,222,43042
P048,45,131,43173
P048,46,12,43185
P048,47,95,43280
P048,48,142,43421
P048,49,11,43432
P048,50,99,43531
P048,51,79,43610
P048,52,0,43610
P049,1,85,85
P049,2,170,255
P049,3,166,420
P049,4,151,571
P049,5,129,700
P049,6,108,808
P049,7,173,981
P049,8,132,1113
P049,9,194,1307
P049,10,197,1505
P049,11,160,1665
P049,12,216,1880
P049,13,180,2060
P049,14,211,2271
P049,15,224,2495
P049,16,137,2632
P049,17,276,2908
P049,18,155,3064
P049,19,202,3266
P049,20,199,3465
P049,21,164,3630
P049,22,175,3805
P049,23,188,3993
P049,24,200,4194
P049,25,160,4353
P049,26,212,4565
P049,27,171,4736
P049,28,170,4905
P049,29,154,5060
P049,30,169,5229
P049,31,151,5380
P049,32,170,5550
P049,33,126,5676
P049,34,127,5802
P049,35,121,5923
P049,36,121,6044
P049,37,92,6136
P049,38,133,6269
P049,39,110,6380
P049,40,87,6466
P049,41,91,6558
P049,42,94,6652
P049,43,70,6723
P049,44,74,6797
P049,45,60,6857
P049,46,54,6912
P049,47,53,6965
P049,48,54,7018
P049,49,54,7072
P049,50,39,7111
P049,51,17,7128
P049,52,51,7179
P050,1,5,5
P050,2,28,33
P050,3,6,39
P050,4,30,69
P050,5,12,81
P050,6,27,108
P050,7,19,127
P050,8,10,137
P050,9,10,148
P050,10,15,163
P050,11,24,186
P050,12,26,212
P050,13,30,242
P050,14,36,279
P050,15,38,317
P050,16,34,352
P050,17,56,408
P050,18,52,460
P050,19,68,528
P050,20,45,573
P050,21,80,653
P050,22,55,709
P050,23,67,776
P050,24,63,838
P050,25,62,900
P050,26,94,994
P050,27,67,1061
P050,28,56,1117
P050,29,103,1221
P050,30,106,1326
P050,31,90,1417
P050,32,101,1518
P050,33,119,1637
P050,34,120,1757
P050,35,100,1858
P050,36,135,1993
P050,37,144,2137
P050,38,148,2285
P050,39,105,2390
P050,40,122,2512
P050,41,118,2630
P050,42,115,2746
P050,43,154,2899
P050,44,120,3019
P050,45,131,3149
P050,46,110,3260
P050,47,68,3328
P050,48,84,3412
P050,49,95,3507
P050,50,93,3600
P050,51,87,3687
P050,52,68,3755
P051,1,275,275
P051,2,245,520
P051,3,250,770
P051,4,264,1034
P051,5,263,1297
P051,6,261,1558
P051,7,298,1855
P051,8,250,2105
P051,9,304,2408
P051,10,244,2652
P051,11,279,2931
P051,12,202,3133
P051,13,313,3447
P051,14,304,3751
P051,15,238,3988
P051,16,212,4200
P051,17,269,4470
P051,18,229,4699
P051,19,225,4924
P051,20,210,5134
P051,21,315,5448
P051,22,171,5619
P051,23,227,5846
P051,24,184,6030
P051,25,247,6276
P051,26,219,6496
P051,27,144,6640
P051,28,228,6868
P051,29,163,7031
P051,30,144,7175
P051,31,179,7354
P051,32,136,7491
P051,33,184,7674
P051,34,133,7808
P051,35,108,7916
P051,36,153,8068
P051,37,173,8242
P051,38,128,8369
P051,39,78,8447
P051,40,121,8567
P051,41,154,8722
P051,42,120,8841
P051,43,81,8922
P051,44,96,9019
P051,45,118,9137
P051,46,110,9248
P051,47,112,9360
P051,48,107,9467
P051,49,104,9572
P051,50,73,9644
P051,51,118,9762
P051,52,56,9818
P052,1,995,995
P052,2,816,1811
P052,3,885,2696
P052,4,831,3527
P052,5,918,4445
P052,6,1191,5636
P052,7,1082,6718
P052,8,1127,7845
P052,9,966,8811
P052,10,1358,10169
P052,11,1375,11544
P052,12,1184,12728
P052,13,845,13573
P052,14,1045,14618
P052,15,833,15451
P052,16,1140,16591
P052,17,1074,17666
P052,18,1521,19186
P052,19,1118,20304
P052,20,1122,21426
P052,21,1182,22609
P052,22,1015,23623
P052,23,1172,24795
P052,24,872,25667
P052,25,1288,26955
P052,26,1519,28474
P052,27,1536,30011
P052,28,1157,31167
P052,29,1078,32246
P052,30,931,33176
P052,31,929,34105
P052,32,878,34983
P052,33,673,35656
P052,34,581,36237
P052,35,759,36995
P052,36,891,37886
P052,37,901,38787
P052,38,765,39552
P052,39,836,40388
P052,40,776,41164
P052,41,395,41560
P052,42,650,42209
P052,43,482,42692
P052,44,463,43155
P052,45,378,43533
P052,46,267,43801
P052,47,508,44309
P052,48,390,44700
P052,49,355,45054
P052,50,127,45181
P052,51,279,45460
P052,52,230,45690
P053,1,240,240
P053,2,302,542
P053,3,312,853
P053,4,356,1210
P053,5,320,1530
P053,6,420,1950
P053,7,493,2443
P053,8,394,2837
P053,9,378,3215
P053,10,535,3750
P053,11,362,4112
P053,12,406,4518
P053,13,268,4786
P053,14,324,5111
P053,15,283,5393
P053,16,270,5664
P053,17,226,5890
P053,18,189,6079
P053,19,168,6247
P053,20,176,6423
P053,21,121,6544
P053,22,85,6629
P053,23,62,6690
P053,24,86,6777
P053,25,60,6837
P053,26,54,6891
P053,27,27,6918
P053,28,37,6956
P053,29,0,6956
P053,30,16,6971
P053,31,40,7011
P053,32,14,7025
P053,33,26,7052
P053,34,6,7057
P053,35,26,7083
P053,36,0,7083
P053,37,12,7095
P053,38,0,7095
P053,39,8,7103
P053,40,0,7103
P053,41,3,7105
P053,42,0,7105
P053,43,12,7117
P053,44,9,7126
P053,45,0,7126
P053,46,0,7126
P053,47,0,7126
P053,48,0,7126
P053,49,12,7139
P053,50,0,7139
P053,51,6,7145
P053,52,0,7145
P054,1,40,40
P054,2,54,93
P054,3,0,93
P054,4,7,100
P054,5,13,113
P054,6,22,136
P054,7,17,153
P054,8,2,155
P054,9,58,213
P054,10,20,233
P054,11,35,268
P054,12,43,311
P054,13,0,311
P054,14,21,332
P054,15,38,371
P054,16,54,425
P054,17,32,456
P054,18,9,465
P054,19,24,489
P054,20,22,512
P054,21,25,537
P054,22,23,560
P054,23,16,576
P054,24,23,599
P054,25,27,626
P054,26,51,677
P054,27,68,745
P054,28,41,786
P054,29,17,803
P054,30,27,830
P054,31,6,837
P054,32,72,908
P054,33,38,947
P054,34,46,993
P054,35,54,1047
P054,36,81,1128
P054,37,56,1183
P054,38,42,1225
P054,39,53,1278
P054,40,89,1367
P054,41,46,1414
P054,42,20,1434
P054,43,48,1482
P054,44,74,1556
P054,45,52,1608
P054,46,61,1669
P054,47,68,1738
P054,48,42,1780
P054,49,63,1843
P054,50,56,1898
P054,51,86,1985
P054,52,91,2076
P055,1,10,10
P055,2,14,23
P055,3,41,64
P055,4,43,107
P055,5,25,132
P055,6,30,162
P055,7,10,172
P055,8,23,195
P055,9,15,210
P055,10,58,268
P055,11,24,292
